index:ID,name,code,status,:LABEL,业绩变动,预计净利润(元),业绩变动幅度,业绩变动原因,预告类型,上年同期净利润(元),公告日期
200952,全 聚 德,2186,normal,企业,"预计2018年1-6月归属于上市公司股东的净利润盈利60,888.89万元-66,388.89万元,同比上年增加10%-20%。	","6.09亿～6.64亿	","10%	～20%		","(一)主营业务影响2018年上半年,国药股份仍以药品分销为主要业务,面向医疗客户、零售终端客户和商业客户。公司本着创新经营的理念积极开发新业务,存量业务稳定发展,增量业务较快增长,特殊药品保持行业龙头地位。公司经营业务逐步适应政策环境变化,总体销售保持稳定增长,其中高毛利业态(麻精特药、工业、器械等)销售增长较快,低毛利业态(受“两票制”影响)销售占比下降,从而实现总体毛利率水平小幅提升。(二)会计处理影响2018年上半年较去年同期,公司归属于上市公司股东的扣除非经常性损益的净利润增幅较大,主要因重组四家标的公司2017年1-5月份的净利润属于公司的非经常性损益,累计净利润为14,777.53万元,其中少数股东净利润为4,747.57万元。去年同期,公司根据业务的发展和外部经济环境的变化,不断加强客户及应收款项风险的精细化管理深度,应收款项的信用风险特征也随之不断变化。为了更加公允地反映公司财务状况及经营成果,有效防范经营风险,进一步细化了公司应收款项的信用风险特征组合类别及相应的坏账准备计提比例,增加公司2017年上半年度的税前利润约人民币7,477万元,税后归属于母公司净利润5,610万元,计入经常性损益科目。2018年上半年无此项政策影响。","略增	","5.54亿	","2018-07-07	"
200953,北大荒,600598,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:4,836.28万元至7,254.41万元,同比上年下降:40%至60%。	","4836万～7254万	","-60%	～-40%		","1、公司在包装印刷的龙头企业,已有二十多年历史,在我国包装印刷享有盛名。近年来为市场提供绿色智能的整体解决方案,打造印刷智能工厂,“制造+服务”的理念得到了普遍认可及市场效果。在收入持平的基础上,持续调整客户结构,优化资源配置。2、财务费用较上年同期有所增加。一方面由于募投项目的推进,募集资金存量持续减少,利息收入下降。另一方面,公司贷款规模较同期有所增大,使得财务费用有所增加。","预减	","1.21亿	","2019-10-14	"
200954,南方传媒,601900,normal,企业,"预计2015年1-6月归属于上市公司股东的净利润不会发生重大变化	","-	","-	",-,"续盈	","3056万	","2015-05-15	"
200955,华北制药,600812,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:70,385.81万元-84,462.97万元,同比增长0%-20%。	","7.04亿～8.45亿	","0%	～20%		",预计受主要客户市场需求稳定发展和原材料价格波动等综合影响。,"略增	","7.04亿	","2018-10-30	"
200956,浦东建设,600284,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润盈利:9,431.19万元-14,146.79万元,同比上年上升:0%-50%。	","9431万～1.41亿	","0%	～50%		",本年度公司各项业务稳步发展。,"略增	","9431万	","2019-10-26	"
200957,冰轮环境,811,normal,企业,"预计2019年1-6月归属于上市公司股东的净利润盈利:8319.74万元-9832.42万元,比上年同期上升:10%-30%。	","8320万～9832万	","10%	～30%		","由于公司全资子公司衣全球设计师品牌服装销售情况良好,以及公司原有设计业务及组织生产业务销售订单稳步增长。因此预计公司2019年1-6月归属于母公司净利润为8319.74万元—9832.42万元之间。","略增	","7563万	","2019-05-31	"
200958,维格娜丝,603518,normal,企业,"预计2019年1-6月归属于上市公司股东的净利润盈利入:14022.23万元-16,179.50万元,与上年同期相比增长30%-50%。	","1.40亿～1.62亿	","30%	～50%		","1.由于公司及子公司2018年及2019年上半年新签工程订单、销售订单增加,部分订单达到收入确认节点,因此,公司预计2019年上半年结算的收入较去年增长,相应的2019年上半年归属于上市公司股东的净利润较去年同期增长30%-50%。2.预计非经常性损益对公司净利润的影响约为900万元,主要为政府部门补贴。","略增	","1.08亿	","2019-07-04	"
200959,万林股份,603117,normal,企业,"预计2011年度归属于母公司所有者的净利润为428,828,110.76元，较上年同期增长4.53%。
业绩变动说明
主要影响因素：完成隧道公司股权转让，公司投资收益增加8,706万元；新增投资单位曹妃甸港口公司，公司投资收益增加1,789万元。	","4.29亿	","4.53%		",-,"略增	","4.10亿	","2012-02-08	"
200960,宁波高发,603788,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:33,000万元-36,000万元,比上年同期增长:129.85%-150.75%。	","3.30亿～3.60亿	","129.85%	～150.75%		","(一)主营业务影响:报告期内,公司大力推进营销改革,积极进行产品梳理和渠道变革,市场不断拓展,产品销售收入增加,导致经营性利润增加。(二)非经营性损益的影响:报告期内,预计非经常性损益对净利润的影响为4,700万元左右,主要是公司转让江油厂区土地使用权取得收益所致。","预增	","1.44亿	","2019-01-29	"
200961,四方股份,601126,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润同比上年不确定。	","-	","-	","报告期内,公司进一步加大市场拓展力度,努力推进线上线下多渠道经营模式,对内进一步规范管理,强化成本管控,净利润增长较好。四季度公司将继续深化改革,加强内部资源配置,开源节流,提质增效;进一步加大营销力度,在做好传统出版业务的同时积极推动数字化转型,力争取得较好的经营业绩。","不确定	","4247万	","2019-10-26	"
200962,戴维医疗,300314,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:12,553.39万元至14,907.15万元,同比上年增长:60%至90%。	","1.26亿～1.49亿	","60%	～90%		","1、公司因2019年9月完成湖南发展康年医疗产业投资有限公司股权及债权的转让,导致公司本报告期(2019年7月1日-2019年9月30日)投资收益大幅增长。该股权处置事项为非经常性损益项目。2、2019年前三季度公司电站所在流域来水量较去年同期相比大幅增加,公司控股及参股水电站上网电量相应增加,公司利润相应增长。","预增	","7846万	","2019-10-10	"
200963,广汇汽车,600297,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利30,000万元-37,000万元,同比上年下降34.26%-46.70%	","3.00亿～3.70亿	","-46.7%	～-34.26%		","(一)主营业务影响因素1、报告期内,受原材料价格上涨、国家电网招标需求下降以及部分海外市场竞争加剧和当地货币大幅贬值影响,本期归属于上市公司股东的净利润同比下降。2、报告期内,基于谨慎原则,公司伊朗子公司单独计提应收账款坏账准备影响净利润约为-4,600万元。(二)非经常性损益的影响报告期内,非经常性损益的主要影响因素为理财产品取得的投资收益,影响净利润约为8,300万元。","略减	","5.63亿	","2019-01-31	"
200964, ST因美,2570,ST,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:225,000万元至255,000万元,同比上年增长:36%至54%。	","22.50亿～25.50亿	","36%	～54%		","1、本报告期归属于上市公司股东的净利润较上年同期(重组追溯调整前)增长,主要是由于本期公司通过发行股份购买资产的方式收购JoyCityPropertyLimited(大悦城地产有限公司),根据《企业会计准则》的相关规定,公司按照同一控制下企业合并对上年同期数据进行了追溯调整。2、本报告期归属于上市公司股东的净利润较上年同期(重组追溯调整后)增长主要是由于本期商品房销售收入以及投资物业运营收入同比增加所致。","预增	","16.56亿	","2019-10-15	"
200965,得利斯,2330,normal,企业,"预计2019年1-6月归属于上市公司股东的净利润盈利:28,279.38万元至32,521.29万元,同比上年增长:0%至15%。	","2.83亿～3.25亿	","0%	～15%		","报告期内,公司以品牌引领、打造品类核心主品、引领品类发展为指导,落地“一小、一妇、一老”的品类战略,从产品力、产品线力、传播力、品牌力等方面强化领军优势,实现销售收入稳中有升,带动公司经营业绩提升。","略增	","2.83亿	","2019-07-13	"
200966,道道全,2852,normal,企业,"预测本年初至下一报告期期末的累计净利润不存在亏损或者与上年同期相比发生大幅度变动的情形。	","-	","-	",-,"扭亏	","1.02亿	","2012-08-25	"
200967,四川美丰,731,normal,企业,"预计2016年1-12月归属于上市公司股东的净利润比上年同期减少43%	","20.81亿	","-43%		",上年同期公司通过二级市场出售部分股票取得的投资收益金额较大。,"略减	","36.51亿	","2017-01-21	"
200968,大名城,600094,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利1,000.25万元-1,200.25万元,同比减少73%到78%。	","1000万～1200万	","-78%	～-73%		","2017年9月份起,各省陆续开始实施2017版医保目录,涉及公司主要产品醒脑静注射液限二级及以上医疗机构并有中风昏迷、脑外伤昏迷或酒精中毒昏迷抢救的患者使用,参麦注射液限二级及以上医疗机构并有急救抢救临床证据或肿瘤放化疗证据的患者使用。受此政策调整的影响:一方面导致公司报告期销量同比明显下滑,另一方面形成较大库存压力,报告期内(主要系上半年)为及时消化库存,公司减少了生产计划,导致产生大额减产停工损失。","预减	","4445万	","2019-01-29	"
200969,友邦吊顶,2718,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润同比上年不确定。	","-	","-	","公司现有商誉主要产生于购买TEENIEWEENIE业务90%股权和购买南京云锦研究所有限公司100%股权。本期TEENIEWEENIE业务实际业绩低于预期,公司将在年度末进行商誉减值测试,并聘请专业评估机构对上述公司的相关资产进行评估,届时若产生减值情形,将对当年度损益造成影响。","不确定	","2.73亿	","2019-10-30	"
200970,华邦健康,2004,normal,企业,"预计2018年1-6月归属于上市公司股东的净利润盈利124,791万元左右,比上年同期上升约68%。	","12.48亿	","68%		","本期业绩预增的主要原因是:水电企业发电量同比增长及收购电源资产合并电量带来电力销售收入增长;持续降本增效,公司经营成本下降。","预增	","7.42亿	","2018-07-21	"
200971,敦煌种业,600354,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润较上年同期增长35%-45%	","3.64亿～3.91亿	","35%	～45%		","基于公司本年前三季度盈利情况,预测年初至下一报告期末的归属于上市股东累计净利润较上年同期增长35%至45%,主要源于公司通过积极拓展智慧公安、雪亮工程业务,行业认知解决方案类业务量不断增加,公司盈利能力进一步提升。","略增	","2.70亿	","2018-10-20	"
200972,长荣股份,300195,normal,企业,"预计2014年1-12月归属于上市公司股东的净利润与上年同期相比可能发生大幅度变动。	","-	","-	","由于公司现有业务受下游行业周期性波动的影响仍在持续,各项业务收入和利润短期内仍将维持增速放缓或下滑的趋势,公司董事会预测2014年年初至下一报告期期末(2014年年末)累计净利润与上年同期相比可能发生大幅度变动。","不确定	","9.16亿	","2014-10-30	"
200973,松芝股份,2454,normal,企业,"预计2018年1-9月归属于上市公司股东的净利润盈利:5,937,300万元-6,007,300万元,同比增长54.7%-56.6%。	","593.73亿～600.73亿	","54.7%	～56.6%		","今年前三季度国际原油价格同比增长,公司上游业务大幅改善,同时公司抓住中下游业务的有利市场形势,加大结构调整和优化力度,保持良好的创效水平,公司盈利能力同比增长。","预增	","383.73亿	","2018-10-17	"
